user_id,name,gender,location,vehicle_type,preferred_mechanics,past_service_history
user_748,Susan Weaver,Female,"{'lat': 28.611924, 'long': 79.446543}",Bike,"['mech_304', 'mech_15', 'mech_285', 'mech_58']","[{'mechanic_id': 'mech_484', 'service_type': 'Brake Repair', 'rating': 3.8}, {'mechanic_id': 'mech_162', 'service_type': 'Tire Replacement', 'rating': 4.2}]"
user_749,William Vasquez,Female,"{'lat': 24.647387, 'long': 73.651573}",Truck,"['mech_386', 'mech_407', 'mech_169']","[{'mechanic_id': 'mech_449', 'service_type': 'Oil Change', 'rating': 3.8}]"
user_750,Brittany Higgins,Female,"{'lat': 28.015989, 'long': 71.178847}",Car,"['mech_413', 'mech_389', 'mech_384', 'mech_352']","[{'mechanic_id': 'mech_79', 'service_type': 'AC Service', 'rating': 3.9}, {'mechanic_id': 'mech_39', 'service_type': 'Engine Repair', 'rating': 4.3}, {'mechanic_id': 'mech_300', 'service_type': 'Wheel Alignment', 'rating': 4.6}]"
user_751,Leslie Wise,Other,"{'lat': 29.953652, 'long': 78.580716}",Electric Vehicle,['mech_330'],"[{'mechanic_id': 'mech_474', 'service_type': 'Brake Repair', 'rating': 4.7}, {'mechanic_id': 'mech_161', 'service_type': 'Suspension Fix', 'rating': 3.5}, {'mechanic_id': 'mech_94', 'service_type': 'Oil Change', 'rating': 3.1}, {'mechanic_id': 'mech_13', 'service_type': 'General Service', 'rating': 3.1}, {'mechanic_id': 'mech_214', 'service_type': 'Transmission Repair', 'rating': 3.0}, {'mechanic_id': 'mech_446', 'service_type': 'Oil Change', 'rating': 3.9}, {'mechanic_id': 'mech_179', 'service_type': 'Engine Repair', 'rating': 4.8}, {'mechanic_id': 'mech_281', 'service_type': 'Brake Repair', 'rating': 4.7}]"
user_752,Kelsey Johnson,Male,"{'lat': 29.931069, 'long': 72.761897}",Bike,"['mech_377', 'mech_418']","[{'mechanic_id': 'mech_179', 'service_type': 'AC Service', 'rating': 5.0}, {'mechanic_id': 'mech_433', 'service_type': 'General Service', 'rating': 3.9}, {'mechanic_id': 'mech_245', 'service_type': 'Wheel Alignment', 'rating': 3.5}, {'mechanic_id': 'mech_315', 'service_type': 'Oil Change', 'rating': 3.5}, {'mechanic_id': 'mech_124', 'service_type': 'Transmission Repair', 'rating': 4.0}, {'mechanic_id': 'mech_485', 'service_type': 'Tire Replacement', 'rating': 3.3}]"
user_753,Gary Lopez,Female,"{'lat': 23.253311, 'long': 79.88849}",Electric Vehicle,"['mech_21', 'mech_455', 'mech_14', 'mech_460']","[{'mechanic_id': 'mech_47', 'service_type': 'Battery Change', 'rating': 3.8}, {'mechanic_id': 'mech_162', 'service_type': 'Engine Repair', 'rating': 3.8}, {'mechanic_id': 'mech_489', 'service_type': 'Transmission Repair', 'rating': 4.3}, {'mechanic_id': 'mech_44', 'service_type': 'Suspension Fix', 'rating': 4.5}, {'mechanic_id': 'mech_313', 'service_type': 'Engine Repair', 'rating': 4.4}, {'mechanic_id': 'mech_156', 'service_type': 'Transmission Repair', 'rating': 3.5}, {'mechanic_id': 'mech_257', 'service_type': 'Engine Repair', 'rating': 3.2}]"
user_754,Scott Lewis,Female,"{'lat': 20.178518, 'long': 70.371877}",Car,"['mech_91', 'mech_60']","[{'mechanic_id': 'mech_490', 'service_type': 'Engine Repair', 'rating': 4.1}, {'mechanic_id': 'mech_241', 'service_type': 'Transmission Repair', 'rating': 3.2}, {'mechanic_id': 'mech_213', 'service_type': 'Battery Change', 'rating': 3.5}, {'mechanic_id': 'mech_262', 'service_type': 'Wheel Alignment', 'rating': 3.5}, {'mechanic_id': 'mech_224', 'service_type': 'AC Service', 'rating': 4.2}, {'mechanic_id': 'mech_396', 'service_type': 'Suspension Fix', 'rating': 3.8}]"
user_755,Michelle Hughes,Male,"{'lat': 28.016712, 'long': 77.038146}",Bike,"['mech_481', 'mech_132']","[{'mechanic_id': 'mech_284', 'service_type': 'General Service', 'rating': 4.1}, {'mechanic_id': 'mech_335', 'service_type': 'General Service', 'rating': 3.4}, {'mechanic_id': 'mech_443', 'service_type': 'Engine Repair', 'rating': 3.6}, {'mechanic_id': 'mech_394', 'service_type': 'Oil Change', 'rating': 3.7}, {'mechanic_id': 'mech_225', 'service_type': 'Brake Repair', 'rating': 3.8}, {'mechanic_id': 'mech_16', 'service_type': 'Engine Repair', 'rating': 4.2}, {'mechanic_id': 'mech_169', 'service_type': 'Engine Repair', 'rating': 3.8}]"
user_756,Louis Joseph,Other,"{'lat': 20.880848, 'long': 75.89231}",Bike,"['mech_312', 'mech_195']","[{'mechanic_id': 'mech_427', 'service_type': 'Wheel Alignment', 'rating': 3.6}, {'mechanic_id': 'mech_349', 'service_type': 'General Service', 'rating': 3.1}, {'mechanic_id': 'mech_457', 'service_type': 'AC Service', 'rating': 3.6}, {'mechanic_id': 'mech_329', 'service_type': 'Brake Repair', 'rating': 4.5}, {'mechanic_id': 'mech_227', 'service_type': 'AC Service', 'rating': 3.8}, {'mechanic_id': 'mech_15', 'service_type': 'Transmission Repair', 'rating': 3.1}, {'mechanic_id': 'mech_406', 'service_type': 'Engine Repair', 'rating': 3.5}, {'mechanic_id': 'mech_417', 'service_type': 'Wheel Alignment', 'rating': 4.0}, {'mechanic_id': 'mech_232', 'service_type': 'Wheel Alignment', 'rating': 4.3}]"
user_757,Suzanne Zhang,Male,"{'lat': 22.707876, 'long': 75.775544}",Bike,['mech_334'],"[{'mechanic_id': 'mech_146', 'service_type': 'Battery Change', 'rating': 4.7}, {'mechanic_id': 'mech_398', 'service_type': 'Oil Change', 'rating': 4.6}, {'mechanic_id': 'mech_156', 'service_type': 'AC Service', 'rating': 3.6}]"
user_758,Nicholas Mcdonald,Male,"{'lat': 25.892428, 'long': 77.216549}",Electric Vehicle,"['mech_51', 'mech_486', 'mech_413', 'mech_336']","[{'mechanic_id': 'mech_41', 'service_type': 'Wheel Alignment', 'rating': 4.9}]"
user_759,Debra Wright,Other,"{'lat': 25.658768, 'long': 75.310491}",Bike,['mech_227'],"[{'mechanic_id': 'mech_228', 'service_type': 'Battery Change', 'rating': 3.4}, {'mechanic_id': 'mech_201', 'service_type': 'Suspension Fix', 'rating': 4.8}, {'mechanic_id': 'mech_223', 'service_type': 'Brake Repair', 'rating': 3.1}, {'mechanic_id': 'mech_222', 'service_type': 'Oil Change', 'rating': 3.2}, {'mechanic_id': 'mech_173', 'service_type': 'Oil Change', 'rating': 3.3}, {'mechanic_id': 'mech_259', 'service_type': 'AC Service', 'rating': 3.9}, {'mechanic_id': 'mech_311', 'service_type': 'Wheel Alignment', 'rating': 3.0}, {'mechanic_id': 'mech_329', 'service_type': 'General Service', 'rating': 4.1}]"
user_760,Billy Pena,Male,"{'lat': 29.815599, 'long': 78.921767}",Bike,['mech_392'],"[{'mechanic_id': 'mech_164', 'service_type': 'Wheel Alignment', 'rating': 3.2}, {'mechanic_id': 'mech_280', 'service_type': 'AC Service', 'rating': 4.9}, {'mechanic_id': 'mech_432', 'service_type': 'Wheel Alignment', 'rating': 3.9}, {'mechanic_id': 'mech_467', 'service_type': 'Suspension Fix', 'rating': 4.2}, {'mechanic_id': 'mech_35', 'service_type': 'Engine Repair', 'rating': 4.3}, {'mechanic_id': 'mech_150', 'service_type': 'Battery Change', 'rating': 3.8}, {'mechanic_id': 'mech_146', 'service_type': 'Oil Change', 'rating': 3.3}, {'mechanic_id': 'mech_133', 'service_type': 'AC Service', 'rating': 3.7}]"
user_761,Dennis Smith,Female,"{'lat': 26.694293, 'long': 72.129122}",Electric Vehicle,['mech_438'],"[{'mechanic_id': 'mech_451', 'service_type': 'Engine Repair', 'rating': 4.5}]"
user_762,Randall Snyder,Male,"{'lat': 21.825341, 'long': 72.29975}",Truck,"['mech_77', 'mech_267']","[{'mechanic_id': 'mech_439', 'service_type': 'Battery Change', 'rating': 4.7}, {'mechanic_id': 'mech_6', 'service_type': 'Tire Replacement', 'rating': 3.0}, {'mechanic_id': 'mech_494', 'service_type': 'Brake Repair', 'rating': 3.5}, {'mechanic_id': 'mech_241', 'service_type': 'Brake Repair', 'rating': 3.5}]"
user_763,Matthew Nelson,Male,"{'lat': 24.59527, 'long': 71.081456}",Car,"['mech_34', 'mech_321']","[{'mechanic_id': 'mech_339', 'service_type': 'Oil Change', 'rating': 4.3}, {'mechanic_id': 'mech_275', 'service_type': 'Transmission Repair', 'rating': 4.2}, {'mechanic_id': 'mech_179', 'service_type': 'Transmission Repair', 'rating': 3.4}, {'mechanic_id': 'mech_283', 'service_type': 'Engine Repair', 'rating': 3.9}, {'mechanic_id': 'mech_350', 'service_type': 'Oil Change', 'rating': 3.5}, {'mechanic_id': 'mech_397', 'service_type': 'Transmission Repair', 'rating': 3.1}, {'mechanic_id': 'mech_428', 'service_type': 'AC Service', 'rating': 4.1}, {'mechanic_id': 'mech_1', 'service_type': 'Battery Change', 'rating': 3.1}, {'mechanic_id': 'mech_466', 'service_type': 'Suspension Fix', 'rating': 4.3}, {'mechanic_id': 'mech_252', 'service_type': 'Wheel Alignment', 'rating': 4.1}]"
user_764,Sandra Ponce,Other,"{'lat': 23.499521, 'long': 78.409729}",Electric Vehicle,"['mech_467', 'mech_63', 'mech_120', 'mech_164', 'mech_342']","[{'mechanic_id': 'mech_229', 'service_type': 'Wheel Alignment', 'rating': 3.7}, {'mechanic_id': 'mech_11', 'service_type': 'Brake Repair', 'rating': 3.7}, {'mechanic_id': 'mech_244', 'service_type': 'Wheel Alignment', 'rating': 3.9}]"
user_765,Richard Bean,Male,"{'lat': 26.589849, 'long': 70.665151}",Electric Vehicle,['mech_113'],"[{'mechanic_id': 'mech_406', 'service_type': 'Transmission Repair', 'rating': 4.1}, {'mechanic_id': 'mech_35', 'service_type': 'General Service', 'rating': 4.0}, {'mechanic_id': 'mech_320', 'service_type': 'Battery Change', 'rating': 4.0}, {'mechanic_id': 'mech_65', 'service_type': 'Brake Repair', 'rating': 4.9}, {'mechanic_id': 'mech_364', 'service_type': 'Brake Repair', 'rating': 4.7}]"
user_766,Jessica Bradley,Male,"{'lat': 22.77116, 'long': 77.246991}",Truck,['mech_281'],"[{'mechanic_id': 'mech_287', 'service_type': 'Tire Replacement', 'rating': 4.1}, {'mechanic_id': 'mech_94', 'service_type': 'AC Service', 'rating': 3.6}, {'mechanic_id': 'mech_114', 'service_type': 'Battery Change', 'rating': 3.8}, {'mechanic_id': 'mech_466', 'service_type': 'Tire Replacement', 'rating': 3.7}, {'mechanic_id': 'mech_424', 'service_type': 'Tire Replacement', 'rating': 4.8}]"
user_767,Carlos Miller,Female,"{'lat': 29.523623, 'long': 77.622732}",Truck,"['mech_25', 'mech_152', 'mech_268', 'mech_478', 'mech_26']","[{'mechanic_id': 'mech_484', 'service_type': 'General Service', 'rating': 4.4}, {'mechanic_id': 'mech_16', 'service_type': 'Engine Repair', 'rating': 3.5}, {'mechanic_id': 'mech_256', 'service_type': 'Transmission Repair', 'rating': 4.3}]"
user_768,Joseph Bennett,Female,"{'lat': 29.478504, 'long': 79.11556}",Car,['mech_335'],"[{'mechanic_id': 'mech_146', 'service_type': 'Engine Repair', 'rating': 4.1}]"
user_769,Beth Petersen,Male,"{'lat': 26.993075, 'long': 77.952428}",Electric Vehicle,['mech_14'],"[{'mechanic_id': 'mech_211', 'service_type': 'Transmission Repair', 'rating': 3.8}, {'mechanic_id': 'mech_404', 'service_type': 'Wheel Alignment', 'rating': 3.1}, {'mechanic_id': 'mech_35', 'service_type': 'AC Service', 'rating': 3.6}, {'mechanic_id': 'mech_246', 'service_type': 'Engine Repair', 'rating': 3.1}]"
user_770,Elizabeth Flores,Other,"{'lat': 25.002676, 'long': 78.638752}",Electric Vehicle,['mech_237'],"[{'mechanic_id': 'mech_237', 'service_type': 'Wheel Alignment', 'rating': 3.1}, {'mechanic_id': 'mech_231', 'service_type': 'AC Service', 'rating': 3.9}]"
user_771,Stephen Mckinney,Other,"{'lat': 27.565097, 'long': 75.759017}",Car,"['mech_138', 'mech_2']","[{'mechanic_id': 'mech_345', 'service_type': 'Oil Change', 'rating': 3.6}, {'mechanic_id': 'mech_2', 'service_type': 'Engine Repair', 'rating': 3.2}, {'mechanic_id': 'mech_385', 'service_type': 'Tire Replacement', 'rating': 3.8}, {'mechanic_id': 'mech_420', 'service_type': 'Oil Change', 'rating': 4.1}, {'mechanic_id': 'mech_224', 'service_type': 'AC Service', 'rating': 3.6}, {'mechanic_id': 'mech_323', 'service_type': 'Engine Repair', 'rating': 4.0}, {'mechanic_id': 'mech_478', 'service_type': 'General Service', 'rating': 4.3}, {'mechanic_id': 'mech_440', 'service_type': 'Brake Repair', 'rating': 5.0}, {'mechanic_id': 'mech_279', 'service_type': 'Battery Change', 'rating': 4.7}, {'mechanic_id': 'mech_476', 'service_type': 'Brake Repair', 'rating': 3.6}]"
user_772,Patricia Stevens,Male,"{'lat': 28.602462, 'long': 78.31493}",Truck,"['mech_245', 'mech_387']","[{'mechanic_id': 'mech_489', 'service_type': 'Wheel Alignment', 'rating': 3.4}]"
user_773,Devin Carrillo,Other,"{'lat': 24.702454, 'long': 73.923463}",Electric Vehicle,"['mech_421', 'mech_268', 'mech_182', 'mech_235']","[{'mechanic_id': 'mech_420', 'service_type': 'Wheel Alignment', 'rating': 4.2}, {'mechanic_id': 'mech_423', 'service_type': 'Brake Repair', 'rating': 4.3}, {'mechanic_id': 'mech_415', 'service_type': 'Wheel Alignment', 'rating': 3.6}, {'mechanic_id': 'mech_448', 'service_type': 'Transmission Repair', 'rating': 4.4}, {'mechanic_id': 'mech_322', 'service_type': 'Suspension Fix', 'rating': 4.5}, {'mechanic_id': 'mech_90', 'service_type': 'Engine Repair', 'rating': 5.0}, {'mechanic_id': 'mech_324', 'service_type': 'Oil Change', 'rating': 4.9}, {'mechanic_id': 'mech_12', 'service_type': 'Engine Repair', 'rating': 4.0}]"
user_774,Mr. Jorge Young,Female,"{'lat': 23.659168, 'long': 71.567579}",Car,"['mech_165', 'mech_228', 'mech_498']","[{'mechanic_id': 'mech_487', 'service_type': 'Transmission Repair', 'rating': 3.7}, {'mechanic_id': 'mech_201', 'service_type': 'Wheel Alignment', 'rating': 3.1}, {'mechanic_id': 'mech_205', 'service_type': 'General Service', 'rating': 3.3}, {'mechanic_id': 'mech_485', 'service_type': 'General Service', 'rating': 4.5}, {'mechanic_id': 'mech_31', 'service_type': 'AC Service', 'rating': 3.6}, {'mechanic_id': 'mech_364', 'service_type': 'Oil Change', 'rating': 3.6}, {'mechanic_id': 'mech_121', 'service_type': 'Wheel Alignment', 'rating': 3.9}, {'mechanic_id': 'mech_274', 'service_type': 'Wheel Alignment', 'rating': 4.4}, {'mechanic_id': 'mech_134', 'service_type': 'Wheel Alignment', 'rating': 3.4}]"
user_775,Scott Morris,Female,"{'lat': 24.330713, 'long': 71.497683}",Truck,"['mech_86', 'mech_37']","[{'mechanic_id': 'mech_66', 'service_type': 'Suspension Fix', 'rating': 3.0}, {'mechanic_id': 'mech_160', 'service_type': 'Brake Repair', 'rating': 4.4}, {'mechanic_id': 'mech_26', 'service_type': 'Oil Change', 'rating': 4.4}, {'mechanic_id': 'mech_443', 'service_type': 'Suspension Fix', 'rating': 3.5}, {'mechanic_id': 'mech_363', 'service_type': 'Oil Change', 'rating': 4.3}]"
user_776,Richard Miller,Female,"{'lat': 28.673762, 'long': 70.294056}",Bike,"['mech_337', 'mech_383']","[{'mechanic_id': 'mech_248', 'service_type': 'Wheel Alignment', 'rating': 4.9}, {'mechanic_id': 'mech_485', 'service_type': 'Wheel Alignment', 'rating': 4.1}, {'mechanic_id': 'mech_65', 'service_type': 'Tire Replacement', 'rating': 4.4}, {'mechanic_id': 'mech_39', 'service_type': 'Engine Repair', 'rating': 3.2}, {'mechanic_id': 'mech_341', 'service_type': 'Transmission Repair', 'rating': 4.7}, {'mechanic_id': 'mech_445', 'service_type': 'Suspension Fix', 'rating': 3.0}, {'mechanic_id': 'mech_226', 'service_type': 'Wheel Alignment', 'rating': 3.5}, {'mechanic_id': 'mech_407', 'service_type': 'Brake Repair', 'rating': 4.4}, {'mechanic_id': 'mech_305', 'service_type': 'General Service', 'rating': 3.6}]"
user_777,Michael Leblanc,Female,"{'lat': 20.335037, 'long': 74.880417}",Electric Vehicle,"['mech_258', 'mech_119', 'mech_117', 'mech_227', 'mech_63']","[{'mechanic_id': 'mech_442', 'service_type': 'AC Service', 'rating': 4.0}, {'mechanic_id': 'mech_419', 'service_type': 'General Service', 'rating': 4.4}, {'mechanic_id': 'mech_26', 'service_type': 'Tire Replacement', 'rating': 4.2}, {'mechanic_id': 'mech_410', 'service_type': 'Oil Change', 'rating': 4.7}, {'mechanic_id': 'mech_251', 'service_type': 'Engine Repair', 'rating': 3.4}, {'mechanic_id': 'mech_200', 'service_type': 'General Service', 'rating': 3.2}, {'mechanic_id': 'mech_105', 'service_type': 'Oil Change', 'rating': 4.2}, {'mechanic_id': 'mech_49', 'service_type': 'Brake Repair', 'rating': 3.8}, {'mechanic_id': 'mech_384', 'service_type': 'Tire Replacement', 'rating': 3.3}, {'mechanic_id': 'mech_259', 'service_type': 'Transmission Repair', 'rating': 4.5}]"
user_778,Zachary Bennett,Female,"{'lat': 28.680678, 'long': 74.407745}",Bike,"['mech_326', 'mech_478']","[{'mechanic_id': 'mech_221', 'service_type': 'Brake Repair', 'rating': 3.5}, {'mechanic_id': 'mech_41', 'service_type': 'Transmission Repair', 'rating': 3.7}, {'mechanic_id': 'mech_217', 'service_type': 'Suspension Fix', 'rating': 4.1}, {'mechanic_id': 'mech_380', 'service_type': 'Brake Repair', 'rating': 3.7}]"
user_779,Nathan Clarke,Female,"{'lat': 26.614492, 'long': 77.655846}",Bike,"['mech_474', 'mech_21', 'mech_459', 'mech_24', 'mech_4']","[{'mechanic_id': 'mech_433', 'service_type': 'Suspension Fix', 'rating': 4.4}, {'mechanic_id': 'mech_170', 'service_type': 'Oil Change', 'rating': 4.5}, {'mechanic_id': 'mech_48', 'service_type': 'AC Service', 'rating': 4.6}, {'mechanic_id': 'mech_198', 'service_type': 'Brake Repair', 'rating': 3.7}, {'mechanic_id': 'mech_225', 'service_type': 'AC Service', 'rating': 3.2}, {'mechanic_id': 'mech_167', 'service_type': 'Battery Change', 'rating': 3.1}, {'mechanic_id': 'mech_273', 'service_type': 'AC Service', 'rating': 3.1}, {'mechanic_id': 'mech_34', 'service_type': 'Tire Replacement', 'rating': 3.5}, {'mechanic_id': 'mech_251', 'service_type': 'General Service', 'rating': 4.0}, {'mechanic_id': 'mech_125', 'service_type': 'Brake Repair', 'rating': 4.4}]"
user_780,James Wright,Male,"{'lat': 28.968644, 'long': 70.175597}",Bike,"['mech_162', 'mech_151', 'mech_419']","[{'mechanic_id': 'mech_219', 'service_type': 'Brake Repair', 'rating': 4.9}, {'mechanic_id': 'mech_211', 'service_type': 'Battery Change', 'rating': 4.7}, {'mechanic_id': 'mech_259', 'service_type': 'General Service', 'rating': 4.5}]"
user_781,Andre Smith,Other,"{'lat': 20.56585, 'long': 78.530365}",Car,"['mech_339', 'mech_220', 'mech_140', 'mech_446']","[{'mechanic_id': 'mech_266', 'service_type': 'Tire Replacement', 'rating': 4.8}, {'mechanic_id': 'mech_275', 'service_type': 'Wheel Alignment', 'rating': 3.2}, {'mechanic_id': 'mech_4', 'service_type': 'Transmission Repair', 'rating': 4.8}, {'mechanic_id': 'mech_243', 'service_type': 'Battery Change', 'rating': 3.6}, {'mechanic_id': 'mech_471', 'service_type': 'Transmission Repair', 'rating': 4.6}, {'mechanic_id': 'mech_135', 'service_type': 'Brake Repair', 'rating': 4.5}]"
user_782,Ashley Harper,Male,"{'lat': 24.848585, 'long': 73.8418}",Car,"['mech_289', 'mech_63', 'mech_435', 'mech_202']","[{'mechanic_id': 'mech_210', 'service_type': 'Battery Change', 'rating': 4.8}, {'mechanic_id': 'mech_372', 'service_type': 'General Service', 'rating': 4.9}, {'mechanic_id': 'mech_239', 'service_type': 'Transmission Repair', 'rating': 3.8}, {'mechanic_id': 'mech_54', 'service_type': 'General Service', 'rating': 4.6}, {'mechanic_id': 'mech_424', 'service_type': 'Brake Repair', 'rating': 3.6}, {'mechanic_id': 'mech_405', 'service_type': 'Oil Change', 'rating': 3.7}, {'mechanic_id': 'mech_322', 'service_type': 'Suspension Fix', 'rating': 4.9}, {'mechanic_id': 'mech_257', 'service_type': 'Oil Change', 'rating': 4.4}, {'mechanic_id': 'mech_14', 'service_type': 'Tire Replacement', 'rating': 3.6}]"
user_783,Mary Garcia,Other,"{'lat': 20.402658, 'long': 75.988511}",Electric Vehicle,"['mech_325', 'mech_291', 'mech_176', 'mech_5']","[{'mechanic_id': 'mech_380', 'service_type': 'Tire Replacement', 'rating': 4.4}, {'mechanic_id': 'mech_349', 'service_type': 'AC Service', 'rating': 4.1}, {'mechanic_id': 'mech_353', 'service_type': 'Suspension Fix', 'rating': 4.4}, {'mechanic_id': 'mech_381', 'service_type': 'Suspension Fix', 'rating': 4.8}, {'mechanic_id': 'mech_129', 'service_type': 'General Service', 'rating': 3.5}, {'mechanic_id': 'mech_276', 'service_type': 'General Service', 'rating': 3.7}, {'mechanic_id': 'mech_443', 'service_type': 'Transmission Repair', 'rating': 4.1}]"
user_784,Amy Jackson,Other,"{'lat': 29.99663, 'long': 74.482002}",Truck,['mech_445'],"[{'mechanic_id': 'mech_229', 'service_type': 'Brake Repair', 'rating': 4.0}, {'mechanic_id': 'mech_408', 'service_type': 'Brake Repair', 'rating': 3.2}, {'mechanic_id': 'mech_108', 'service_type': 'Suspension Fix', 'rating': 3.9}, {'mechanic_id': 'mech_423', 'service_type': 'Engine Repair', 'rating': 4.9}, {'mechanic_id': 'mech_365', 'service_type': 'Brake Repair', 'rating': 3.6}, {'mechanic_id': 'mech_257', 'service_type': 'Battery Change', 'rating': 4.6}, {'mechanic_id': 'mech_372', 'service_type': 'Transmission Repair', 'rating': 3.3}, {'mechanic_id': 'mech_43', 'service_type': 'Battery Change', 'rating': 3.7}, {'mechanic_id': 'mech_344', 'service_type': 'Battery Change', 'rating': 4.0}, {'mechanic_id': 'mech_415', 'service_type': 'Battery Change', 'rating': 3.3}]"
user_785,Rebecca Perry,Female,"{'lat': 23.905616, 'long': 73.638178}",Truck,['mech_43'],"[{'mechanic_id': 'mech_273', 'service_type': 'Engine Repair', 'rating': 3.4}, {'mechanic_id': 'mech_487', 'service_type': 'Transmission Repair', 'rating': 3.8}, {'mechanic_id': 'mech_155', 'service_type': 'Engine Repair', 'rating': 4.2}, {'mechanic_id': 'mech_478', 'service_type': 'AC Service', 'rating': 4.0}, {'mechanic_id': 'mech_439', 'service_type': 'Suspension Fix', 'rating': 3.4}, {'mechanic_id': 'mech_363', 'service_type': 'Transmission Repair', 'rating': 4.6}, {'mechanic_id': 'mech_354', 'service_type': 'Brake Repair', 'rating': 3.6}, {'mechanic_id': 'mech_253', 'service_type': 'Battery Change', 'rating': 4.5}]"
user_786,Jennifer Park,Male,"{'lat': 22.077563, 'long': 70.211206}",Electric Vehicle,"['mech_50', 'mech_57', 'mech_312']","[{'mechanic_id': 'mech_360', 'service_type': 'Suspension Fix', 'rating': 5.0}, {'mechanic_id': 'mech_143', 'service_type': 'Tire Replacement', 'rating': 3.8}, {'mechanic_id': 'mech_435', 'service_type': 'Oil Change', 'rating': 4.5}, {'mechanic_id': 'mech_233', 'service_type': 'Tire Replacement', 'rating': 3.0}, {'mechanic_id': 'mech_159', 'service_type': 'Tire Replacement', 'rating': 4.2}, {'mechanic_id': 'mech_11', 'service_type': 'Engine Repair', 'rating': 3.3}, {'mechanic_id': 'mech_288', 'service_type': 'Suspension Fix', 'rating': 4.4}]"
user_787,Matthew Adams,Other,"{'lat': 27.351778, 'long': 77.101309}",Truck,['mech_302'],"[{'mechanic_id': 'mech_269', 'service_type': 'Engine Repair', 'rating': 4.3}, {'mechanic_id': 'mech_45', 'service_type': 'Suspension Fix', 'rating': 4.0}, {'mechanic_id': 'mech_159', 'service_type': 'Battery Change', 'rating': 4.8}, {'mechanic_id': 'mech_85', 'service_type': 'Brake Repair', 'rating': 4.0}, {'mechanic_id': 'mech_217', 'service_type': 'General Service', 'rating': 3.1}, {'mechanic_id': 'mech_103', 'service_type': 'Brake Repair', 'rating': 3.2}]"
user_788,Ashley Tanner,Other,"{'lat': 21.528398, 'long': 76.520059}",Car,"['mech_9', 'mech_206', 'mech_144', 'mech_463', 'mech_58']","[{'mechanic_id': 'mech_267', 'service_type': 'Transmission Repair', 'rating': 3.8}, {'mechanic_id': 'mech_11', 'service_type': 'Suspension Fix', 'rating': 4.8}, {'mechanic_id': 'mech_451', 'service_type': 'Suspension Fix', 'rating': 3.2}, {'mechanic_id': 'mech_166', 'service_type': 'Battery Change', 'rating': 4.1}, {'mechanic_id': 'mech_495', 'service_type': 'General Service', 'rating': 3.3}, {'mechanic_id': 'mech_128', 'service_type': 'General Service', 'rating': 3.5}, {'mechanic_id': 'mech_223', 'service_type': 'Tire Replacement', 'rating': 4.9}, {'mechanic_id': 'mech_57', 'service_type': 'Brake Repair', 'rating': 3.4}]"
user_789,Kelli Holt,Female,"{'lat': 28.895855, 'long': 77.333793}",Truck,"['mech_405', 'mech_343', 'mech_89']","[{'mechanic_id': 'mech_200', 'service_type': 'Suspension Fix', 'rating': 3.4}, {'mechanic_id': 'mech_288', 'service_type': 'Battery Change', 'rating': 3.5}, {'mechanic_id': 'mech_110', 'service_type': 'Brake Repair', 'rating': 4.7}, {'mechanic_id': 'mech_352', 'service_type': 'AC Service', 'rating': 3.5}, {'mechanic_id': 'mech_293', 'service_type': 'Wheel Alignment', 'rating': 4.2}, {'mechanic_id': 'mech_2', 'service_type': 'Suspension Fix', 'rating': 4.5}, {'mechanic_id': 'mech_214', 'service_type': 'Brake Repair', 'rating': 4.7}]"
user_790,Emily Raymond,Female,"{'lat': 28.470568, 'long': 71.108843}",Bike,"['mech_325', 'mech_292']","[{'mechanic_id': 'mech_480', 'service_type': 'Wheel Alignment', 'rating': 3.7}, {'mechanic_id': 'mech_355', 'service_type': 'AC Service', 'rating': 4.0}, {'mechanic_id': 'mech_296', 'service_type': 'Engine Repair', 'rating': 3.2}]"
user_791,Kristy Collins,Male,"{'lat': 23.078061, 'long': 76.889479}",Electric Vehicle,"['mech_34', 'mech_199', 'mech_130']","[{'mechanic_id': 'mech_472', 'service_type': 'Battery Change', 'rating': 3.6}, {'mechanic_id': 'mech_461', 'service_type': 'Battery Change', 'rating': 4.5}, {'mechanic_id': 'mech_377', 'service_type': 'General Service', 'rating': 4.2}, {'mechanic_id': 'mech_163', 'service_type': 'Battery Change', 'rating': 4.1}, {'mechanic_id': 'mech_221', 'service_type': 'Tire Replacement', 'rating': 3.4}, {'mechanic_id': 'mech_370', 'service_type': 'Brake Repair', 'rating': 4.6}, {'mechanic_id': 'mech_26', 'service_type': 'Wheel Alignment', 'rating': 4.5}, {'mechanic_id': 'mech_7', 'service_type': 'Transmission Repair', 'rating': 4.9}]"
